config,origin_id,origin_date,omega,alpha,beta,alpha_plus_beta,nu,mu,convergence_flag,convergence_warning,nu_boundary,near_nonstationary,cov_50,cov_80,cov_90,cov_95,cov_99,pi95_width_h63
rolling,34,2014-08-29,0.07842563451517043,0.02996326994411057,0.952143486290684,0.9821067562347946,6.357727815508829,-0.018181825378826153,0,False,False,False,0.6349206349206349,0.9682539682539683,1.0,1.0,1.0,140.49824427199277
rolling,35,2015-02-06,0.06839501788142303,0.03110752954899984,0.9533090047849258,0.9844165343339256,6.737256271562248,-0.01608161637348658,0,False,False,False,0.06349206349206349,0.3492063492063492,0.6825396825396826,0.8095238095238095,0.9841269841269841,112.25210540312038
rolling,36,2015-07-16,0.06408457484000894,0.03362192548871453,0.9523905558695476,0.9860124813582621,7.206439583639795,-0.03802904471463349,0,False,False,False,0.6349206349206349,1.0,1.0,1.0,1.0,83.54479432991415
rolling,37,2015-12-21,0.06163919565885,0.03384501908326009,0.9528941829291991,0.9867392020124592,7.618415866592843,-0.04334232347436875,0,False,False,False,0.8412698412698413,0.9841269841269841,1.0,1.0,1.0,76.32680896154596
rolling,38,2016-05-31,0.0811815899748014,0.03119156664553869,0.9511578723159372,0.9823494389614759,8.041928868199143,-0.03874589898391418,0,False,False,False,0.047619047619047616,0.19047619047619047,0.5238095238095238,0.8095238095238095,0.9841269841269841,74.73854815474208
rolling,39,2016-11-02,0.07208739099028874,0.029942398714168397,0.9531290711076754,0.9830714698218438,8.733568858319972,-0.037888413989541625,0,False,False,False,0.4603174603174603,0.6825396825396826,0.9365079365079365,0.9682539682539683,1.0,94.94358734741287
rolling,40,2017-04-07,0.04879823195469905,0.0326603953674987,0.955854294160279,0.9885146895277777,7.940608605652394,-0.07056387475740603,0,False,False,False,0.6507936507936508,0.9523809523809523,1.0,1.0,1.0,68.57048772529377
rolling,41,2017-09-11,0.04877526898479471,0.029983756693538022,0.9585927780732895,0.9885765347668275,7.238307394546181,-0.06492635679166522,0,False,False,False,0.8571428571428571,0.9047619047619048,0.9523809523809523,0.9841269841269841,1.0,71.41294899537662
rolling,42,2018-02-14,0.04397752582478246,0.03133888821360814,0.9581588421382328,0.9894977303518409,7.528924676461336,-0.06355266373514042,0,False,False,False,0.9365079365079365,0.9682539682539683,1.0,1.0,1.0,63.01374816369183
rolling,43,2018-07-19,0.015129591531262948,0.023225538736072804,0.9728348302468348,0.9960603689829076,7.14692708805185,-0.05969058169304996,0,False,False,False,0.5396825396825397,0.873015873015873,0.9365079365079365,0.9682539682539683,1.0,51.21600013376208
rolling,44,2018-12-20,0.026277034000828415,0.030667761094753936,0.9634186494557113,0.9940864105504652,6.746605640267502,-0.05898788902242756,0,False,False,False,0.9365079365079365,1.0,1.0,1.0,1.0,72.37534651988602
rolling,45,2019-05-28,0.019002836136219975,0.02611713722724296,0.9695388278300731,0.995655965057316,7.181623761381954,-0.06443193927807661,0,False,False,False,0.30158730158730157,0.5396825396825397,0.7936507936507936,0.8888888888888888,0.9841269841269841,54.77188507758207
rolling,46,2019-10-29,0.022130093001927167,0.02857832292087252,0.9664787540591914,0.9950570769800638,7.505468667036643,-0.04669641310069612,0,False,False,False,0.047619047619047616,0.3333333333333333,0.4603174603174603,0.6031746031746031,0.9523809523809523,57.15530884932103
rolling,47,2020-04-02,0.01804243268870166,0.02981936446314129,0.9660751448595135,0.9958945093226548,9.691394933816245,-0.0461338522277854,0,False,False,False,0.5396825396825397,1.0,1.0,1.0,1.0,115.03914699717318
rolling,48,2020-09-04,0.027063075146233285,0.03142243016387648,0.9615594003074223,0.9929818304712987,9.73588862459862,-0.0395482413754497,0,False,False,False,0.12698412698412698,0.36507936507936506,0.5555555555555556,0.8571428571428571,1.0,84.0950734576468
rolling,49,2021-02-09,0.03854514997316085,0.033347836527272676,0.955784310463682,0.9891321469909546,8.728450735701184,-0.03403966656973154,0,False,False,False,0.4444444444444444,0.8412698412698413,0.9206349206349206,0.9841269841269841,1.0,66.14709231638182
rolling,50,2021-07-13,0.0320707488418148,0.030320310758740036,0.9609749790728085,0.9912952898315486,8.248653877458569,-0.016387018294360147,0,False,False,False,0.031746031746031744,0.06349206349206349,0.31746031746031744,0.7777777777777778,0.9047619047619048,92.3478586364153
rolling,51,2021-12-14,0.07841801807743197,0.04726654100273828,0.9328783030016475,0.9801448440043858,7.750368296207276,-0.005609933626645876,0,False,False,False,0.9206349206349206,1.0,1.0,1.0,1.0,160.66089194979722
rolling,52,2022-05-18,0.08488676192010089,0.05057124880422516,0.9286170581985808,0.9791883070028059,7.496222847853476,-0.02048764571311829,0,False,False,False,0.873015873015873,0.9841269841269841,1.0,1.0,1.0,177.4345240388036
rolling,53,2022-10-19,0.05357456484626956,0.04231085742740031,0.9454601186706036,0.9877709760980039,7.471262826617057,-0.0452829513406426,0,False,False,False,0.031746031746031744,0.4126984126984127,0.7301587301587301,0.9206349206349206,1.0,127.64131478646328
rolling,54,2023-03-24,0.057746889557844835,0.042498121803000395,0.9452133662353164,0.9877114880383168,8.180531930414755,-0.03566010941379496,0,False,False,False,0.4603174603174603,0.9047619047619048,0.9841269841269841,1.0,1.0,124.1271561143592
rolling,55,2023-08-25,0.05507646056161195,0.04059739582612643,0.9479704193872326,0.988567815213359,8.130594151037133,-0.0541022738368489,0,False,False,False,0.6666666666666666,0.9682539682539683,1.0,1.0,1.0,97.20514812240049
