scale,model,origin_id,step,error
1,GARCH,1,34,41.176753561463045
1,GARCH,1,35,45.820228771039865
1,GARCH,1,36,38.96387221518057
1,GARCH,1,37,39.20768371306491
1,GARCH,1,38,40.85166308406673
1,GARCH,1,39,35.59581014775415
1,GARCH,1,40,33.54012472388939
1,GARCH,1,41,35.33460663242806
1,GARCH,1,42,36.62925569351955
1,GARCH,1,43,27.92407172750643
1,GARCH,1,44,25.719054554924412
1,GARCH,1,45,11.064203996502101
1,GARCH,1,46,9.309519873160752
1,GARCH,1,47,12.255002006014024
1,GARCH,1,48,26.800650216368126
1,GARCH,1,49,28.246464325720922
1,GARCH,1,50,23.89244415576252
1,GARCH,1,51,27.988589528374405
1,GARCH,1,52,25.73490026562962
1,GARCH,1,53,28.38137618979249
1,GARCH,1,54,28.22801712331824
1,GARCH,1,55,36.87482288885303
1,GARCH,1,56,35.72179330923359
1,GARCH,1,57,35.3689282074871
1,GARCH,1,58,32.01622740683092
1,GARCH,1,59,26.51369073067241
1,GARCH,1,60,15.361318002608812
1,GARCH,1,61,31.459109046426875
1,GARCH,1,62,36.807063686102765
1,GARCH,1,63,49.90518174580188
1,Prophet,1,1,16.320322378152014
1,Prophet,1,2,14.315076831558486
1,Prophet,1,3,21.82685580509235
1,Prophet,1,4,4.367090506505292
1,Prophet,1,5,15.074237120974715
1,Prophet,1,6,18.85727352138838
1,Prophet,1,7,25.49401699617988
1,Prophet,1,8,4.9214954021080075
1,Prophet,1,9,1.7113236295078877
1,Prophet,1,10,1.1385937967727386
1,Prophet,1,11,3.036887108037263
1,Prophet,1,12,8.090102715573721
1,Prophet,1,13,4.568077770403477
1,Prophet,1,14,4.037656037116506
1,Prophet,1,15,11.619984628296379
1,Prophet,1,16,8.76649763765306
1,Prophet,1,17,3.533135087052301
1,Prophet,1,18,7.8233834867097585
1,Prophet,1,19,9.019595897309557
1,Prophet,1,20,8.279901667306262
1,Prophet,1,21,13.192092907338065
1,Prophet,1,22,20.216438703943936
1,Prophet,1,23,23.152955824844753
1,Prophet,1,24,15.690858534541746
1,Prophet,1,25,21.69457776770321
1,Prophet,1,26,33.999603807889
1,Prophet,1,27,36.522366224943255
1,Prophet,1,28,30.678778748954926
1,Prophet,1,29,26.409348963621028
1,Prophet,1,30,34.628938966019746
1,Prophet,1,31,45.363629824700126
1,Prophet,1,32,54.18476111062898
1,Prophet,1,33,82.10485675034943
1,Prophet,1,34,88.71165648987028
1,Prophet,1,35,93.26717965963525
1,Prophet,1,36,87.19131588568848
1,Prophet,1,37,87.8121588733747
1,Prophet,1,38,89.93109473942428
1,Prophet,1,39,84.78526923754117
1,Prophet,1,40,82.43679700869751
1,Prophet,1,41,84.40254586102446
1,Prophet,1,42,85.879294274394
1,Prophet,1,43,77.46387024226772
1,Prophet,1,44,75.19747470347977
1,Prophet,1,45,60.09668393689975
1,Prophet,1,46,58.21295483630121
1,Prophet,1,47,61.308455708865154
1,Prophet,1,48,76.15362534909406
1,Prophet,1,49,77.59357634180151
1,Prophet,1,50,72.89817652505536
1,Prophet,1,51,77.49580857456999
1,Prophet,1,52,75.70907067427146
1,Prophet,1,53,79.02414959137064
1,Prophet,1,54,79.28358971663931
1,Prophet,1,55,88.05357298833326
1,Prophet,1,56,89.01995983271235
1,Prophet,1,57,89.72466662637436
1,Prophet,1,58,87.64396079985238
1,Prophet,1,59,83.16159396066365
1,Prophet,1,60,72.73458796751419
1,Prophet,1,61,92.63568188785138
1,Prophet,1,62,99.53023491997561
1,Prophet,1,63,114.33943658425352
1,Ridge,1,1,14.109294049575396
1,Ridge,1,2,12.496703940539419
1,Ridge,1,3,20.931142385557735
1,Ridge,1,4,3.878181167729508
1,Ridge,1,5,14.598267788812109
1,Ridge,1,6,21.047219176878002
1,Ridge,1,7,28.415214584312537
1,Ridge,1,8,8.8301785443482
1,Ridge,1,9,6.426743160792057
1,Ridge,1,10,4.200265972425598
1,Ridge,1,11,6.59401090199384
1,Ridge,1,12,19.08899112356744
1,Ridge,1,13,8.005977439063258
1,Ridge,1,14,9.685897286596344
1,Ridge,1,15,3.041790892437234
1,Ridge,1,16,10.597352631147714
1,Ridge,1,17,17.548057456913114
1,Ridge,1,18,15.182478686356035
1,Ridge,1,19,15.492798424047919
1,Ridge,1,20,17.13108878309788
1,Ridge,1,21,15.838645970991593
1,Ridge,1,22,10.100254068587276
1,Ridge,1,23,8.512166966940129
1,Ridge,1,24,17.081035559725535
1,Ridge,1,25,11.682240342018645
1,Ridge,1,26,1.8882012350793502
1,Ridge,1,27,0.4173923164281632
1,Ridge,1,28,7.519253470939191
1,Ridge,1,29,12.908779575723258
1,Ridge,1,30,5.23773725587904
1,Ridge,1,31,4.085979764739534
1,Ridge,1,32,12.305437904353596
1,Ridge,1,33,39.773384973492625
1,Ridge,1,34,46.28602275778513
1,Ridge,1,35,51.39282204615597
1,Ridge,1,36,44.79250889521535
1,Ridge,1,37,45.29341121366923
1,Ridge,1,38,47.13425192221007
1,Ridge,1,39,42.17623272960532
1,Ridge,1,40,40.39209685889438
1,Ridge,1,41,42.359046188238324
1,Ridge,1,42,43.91199069350694
1,Ridge,1,43,35.30226632808791
1,Ridge,1,44,33.32111173725707
1,Ridge,1,45,18.93731386468255
1,Ridge,1,46,17.3273024559781
1,Ridge,1,47,20.518594438548917
1,Ridge,1,48,35.35019695487949
1,Ridge,1,49,36.928488196616115
1,Ridge,1,50,32.539945330666626
1,Ridge,1,51,36.674209555733114
1,Ridge,1,52,34.458913218266446
1,Ridge,1,53,37.092311760943915
1,Ridge,1,54,36.819646948912805
1,Ridge,1,55,45.2622424338864
1,Ridge,1,56,43.82655193333596
1,Ridge,1,57,43.3332867779024
1,Ridge,1,58,39.90907220521558
1,Ridge,1,59,34.483616539527816
1,Ridge,1,60,23.42568447074882
1,Ridge,1,61,39.59306555725965
1,Ridge,1,62,45.005881962176375
1,Ridge,1,63,58.17879040323032
1,RF,1,1,18.46649999999994
1,RF,1,2,20.31899999999996
1,RF,1,3,33.830499999999915
1,RF,1,4,18.24649999999974
1,RF,1,5,29.73349999999988
1,RF,1,6,35.4644999999997
1,RF,1,7,42.8179999999997
1,RF,1,8,22.90599999999972
1,RF,1,9,20.865999999999758
1,RF,1,10,19.031999999999755
1,RF,1,11,21.602999999999724
1,RF,1,12,33.9844999999998
1,RF,1,13,23.6694999999998
1,RF,1,14,25.224499999999807
1,RF,1,15,18.687499999999716
1,RF,1,16,29.228499999999826
1,RF,1,17,35.40099999999978
1,RF,1,18,31.938499999999692
1,RF,1,19,32.81199999999973
1,RF,1,20,34.43549999999976
1,RF,1,21,33.03049999999979
1,RF,1,22,26.68949999999984
1,RF,1,23,24.899999999999807
1,RF,1,24,33.545999999999765
1,RF,1,25,27.898499999999785
1,RF,1,26,17.475499999999727
1,RF,1,27,15.941499999999735
1,RF,1,28,23.013999999999783
1,RF,1,29,28.35099999999977
1,RF,1,30,19.949999999999704
1,RF,1,31,10.576499999999726
1,RF,1,32,2.320499999999811
1,RF,1,33,25.10150000000027
1,RF,1,34,31.68100000000021
1,RF,1,35,36.55550000000022
1,RF,1,36,29.85350000000028
1,RF,1,37,30.33200000000022
1,RF,1,38,32.13200000000023
1,RF,1,39,27.007000000000176
1,RF,1,40,25.132000000000232
1,RF,1,41,27.1670000000002
1,RF,1,42,28.61700000000019
1,RF,1,43,19.904500000000155
1,RF,1,44,18.017000000000166
1,RF,1,45,3.5170000000001664
1,RF,1,46,1.9170000000002005
1,RF,1,47,5.017000000000166
1,RF,1,48,19.717000000000212
1,RF,1,49,21.317000000000178
1,RF,1,50,16.9195000000002
1,RF,1,51,21.1695000000002
1,RF,1,52,19.063000000000216
1,RF,1,53,21.863000000000227
1,RF,1,54,21.912500000000193
1,RF,1,55,30.702500000000214
1,RF,1,56,29.93700000000024
1,RF,1,57,29.509000000000242
1,RF,1,58,26.319000000000244
1,RF,1,59,20.96900000000022
1,RF,1,60,10.131500000000244
1,RF,1,61,26.21900000000022
1,RF,1,62,31.71900000000022
1,RF,1,63,44.96900000000022
1,Granite-TTM,1,1,16.315283203124977
1,Granite-TTM,1,2,14.348663330078125
1,Granite-TTM,1,3,23.648370361328148
1,Granite-TTM,1,4,8.139801025390625
1,Granite-TTM,1,5,19.65498046875001
1,Granite-TTM,1,6,27.35382080078125
1,Granite-TTM,1,7,35.50114746093749
1,Granite-TTM,1,8,17.759588623046852
1,Granite-TTM,1,9,16.11424560546874
1,Granite-TTM,1,10,13.313519287109386
1,Granite-TTM,1,11,16.61500244140626
1,Granite-TTM,1,12,30.938104248046898
1,Granite-TTM,1,13,20.04718017578125
1,Granite-TTM,1,14,21.887451171875
1,Granite-TTM,1,15,15.693878173828125
1,Granite-TTM,1,16,22.86186523437499
1,Granite-TTM,1,17,29.34208984374999
1,Granite-TTM,1,18,28.259368896484375
1,Granite-TTM,1,19,29.70355224609375
1,Granite-TTM,1,20,33.30780029296875
1,Granite-TTM,1,21,31.670806884765625
1,Granite-TTM,1,22,26.17896728515626
1,Granite-TTM,1,23,24.806121826171875
1,Granite-TTM,1,24,33.00206298828124
1,Granite-TTM,1,25,26.99493408203125
1,Granite-TTM,1,26,16.740582275390636
1,Granite-TTM,1,27,15.751086425781239
1,Granite-TTM,1,28,23.33387451171876
1,Granite-TTM,1,29,28.14006347656249
1,Granite-TTM,1,30,20.00865478515624
1,Granite-TTM,1,31,10.104876708984364
1,Granite-TTM,1,32,2.3615844726562614
1,Granite-TTM,1,33,24.939294433593773
1,Granite-TTM,1,34,32.11866455078126
1,Granite-TTM,1,35,35.93789062500002
1,Granite-TTM,1,36,27.533056640624977
1,Granite-TTM,1,37,27.833416748046886
1,Granite-TTM,1,38,30.025109863281273
1,Granite-TTM,1,39,25.0533447265625
1,Granite-TTM,1,40,23.826165771484398
1,Granite-TTM,1,41,26.78187255859376
1,Granite-TTM,1,42,27.195556640625
1,Granite-TTM,1,43,17.885638427734364
1,Granite-TTM,1,44,14.925970458984352
1,Granite-TTM,1,45,1.5959838867187273
1,Granite-TTM,1,46,0.25245971679686363
1,Granite-TTM,1,47,2.1775878906249773
1,Granite-TTM,1,48,16.350396728515648
1,Granite-TTM,1,49,17.860064697265614
1,Granite-TTM,1,50,13.71466064453125
1,Granite-TTM,1,51,17.02374267578125
1,Granite-TTM,1,52,13.739355468749977
1,Granite-TTM,1,53,16.29832763671874
1,Granite-TTM,1,54,15.852038574218739
1,Granite-TTM,1,55,24.83831787109375
1,Granite-TTM,1,56,23.10382080078125
1,Granite-TTM,1,57,22.729718017578136
1,Granite-TTM,1,58,20.361962890625023
1,Granite-TTM,1,59,14.4241943359375
1,Granite-TTM,1,60,1.903533935546875
1,Granite-TTM,1,61,18.15850830078125
1,Granite-TTM,1,62,23.89593505859375
1,Granite-TTM,1,63,36.886016845703125
10,Naive,1,1,1.75
10,Naive,1,2,0.5
10,Naive,1,3,3.4499999999999886
10,Naive,1,4,2.6999999999999886
10,Naive,1,5,4.6499999999999915
10,Naive,1,6,6.75
10,Naive,1,7,5.75
10,Naive,1,8,5.549999999999997
10,Naive,1,9,4.449999999999989
10,Naive,1,10,4.349999999999994
10,Naive,1,11,0.8999999999999915
10,Naive,1,12,1.3499999999999943
10,Naive,1,13,4.699999999999989
10,Naive,1,14,4.449999999999989
10,Naive,1,15,1.4499999999999886
10,Naive,1,16,2.0999999999999943
10,Naive,1,17,3.6999999999999886
10,Naive,1,18,0.44999999999998863
10,Naive,1,19,1.5
10,Naive,1,20,1.5
10,Naive,1,21,2.8499999999999943
10,Naive,1,22,2.25
10,Naive,1,23,1.8499999999999943
10,Naive,1,24,2.049999999999997
10,Naive,1,25,0.44999999999998863
10,Naive,1,26,1.5500000000000114
10,Naive,1,27,0.14999999999999147
10,Naive,1,28,0.8000000000000114
10,Naive,1,29,2.0500000000000114
10,Naive,1,30,5.0
10,Naive,1,31,5.1000000000000085
10,Naive,1,32,7.450000000000003
10,Naive,1,33,6.950000000000003
10,Naive,1,34,9.0
10,Naive,1,35,8.850000000000009
10,Naive,1,36,7.6000000000000085
10,Naive,1,37,5.950000000000003
10,Naive,1,38,3.9000000000000057
10,Naive,1,39,7.400000000000006
10,Naive,1,40,6.050000000000011
10,Naive,1,41,6.900000000000006
10,Naive,1,42,6.800000000000011
10,Naive,1,43,6.3500000000000085
10,Naive,1,44,1.3500000000000085
10,Naive,1,45,2.5500000000000114
10,Naive,1,46,7.200000000000003
10,Naive,1,47,4.800000000000011
10,Naive,1,48,4.800000000000011
10,Naive,1,49,4.5
10,Naive,1,50,4.200000000000003
10,Naive,1,51,4.400000000000006
10,Naive,1,52,5.75
10,Naive,1,53,9.850000000000009
10,Naive,1,54,10.400000000000006
10,Naive,1,55,9.400000000000006
10,Naive,1,56,9.850000000000009
10,Naive,1,57,10.150000000000006
10,Naive,1,58,6.300000000000011
10,Naive,1,59,1.6499999999999915
10,Naive,1,60,2.049999999999997
10,Naive,1,61,0.19999999999998863
10,Naive,1,62,2.4000000000000057
10,Naive,1,63,2.450000000000003
10,Naive,2,1,1.4000000000000057
10,Naive,2,2,1.2000000000000028
10,Naive,2,3,0.14999999999999147
10,Naive,2,4,1.0
10,Naive,2,5,0.10000000000000853
10,Naive,2,6,0.9000000000000057
10,Naive,2,7,0.5
10,Naive,2,8,0.6499999999999915
10,Naive,2,9,1.6499999999999915
10,Naive,2,10,0.9499999999999886
10,Naive,2,11,0.3500000000000085
10,Naive,2,12,3.450000000000003
10,Naive,2,13,2.500000000000007
10,Naive,2,14,4.000000000000007
10,Naive,2,15,2.9000000000000057
10,Naive,2,16,3.5500000000000043
10,Naive,2,17,5.150000000000006
10,Naive,2,18,6.450000000000003
10,Naive,2,19,7.200000000000003
10,Naive,2,20,6.800000000000004
10,Naive,2,21,8.300000000000004
10,Naive,2,22,7.650000000000006
10,Naive,2,23,8.150000000000006
10,Naive,2,24,6.8500000000000085
10,Naive,2,25,6.800000000000004
10,Naive,2,26,6.500000000000007
10,Naive,2,27,6.000000000000007
10,Naive,2,28,7.800000000000004
10,Naive,2,29,8.300000000000004
10,Naive,2,30,7.8500000000000085
10,Naive,2,31,7.450000000000003
10,Naive,2,32,9.650000000000006
10,Naive,2,33,8.550000000000004
10,Naive,2,34,7.950000000000003
10,Naive,2,35,4.450000000000003
10,Naive,2,36,3.8500000000000085
10,Naive,2,37,5.300000000000004
10,Naive,2,38,7.1000000000000085
10,Naive,2,39,7.200000000000003
10,Naive,2,40,8.000000000000007
10,Naive,2,41,6.900000000000006
10,Naive,2,42,6.500000000000007
10,Naive,2,43,6.8500000000000085
10,Naive,2,44,5.000000000000007
10,Naive,2,45,3.750000000000007
10,Naive,2,46,4.3500000000000085
10,Naive,2,47,2.9000000000000057
10,Naive,2,48,3.950000000000003
10,Naive,2,49,4.3500000000000085
10,Naive,2,50,4.700000000000003
10,Naive,2,51,4.700000000000003
10,Naive,2,52,7.250000000000007
10,Naive,2,53,5.950000000000003
10,Naive,2,54,5.450000000000003
10,Naive,2,55,2.700000000000003
10,Naive,2,56,1.8000000000000043
